# Input file: /home/rlomba/cupy/pictures/salr.jpg
# std_scale: 1.0
# min_pts: 5
# cluster_id num_points center_x center_y gyration_radius lambda1 lambda2 relation_between_lambdas
86 162 148.728394 210.827164 6.579621 3636.978760 3376.231201 1.077230
87 268 789.365662 205.257462 7.946509 8856.663086 8066.736328 1.097924
88 244 881.032776 190.934433 7.530454 6983.526367 6853.162109 1.019023
89 241 659.551880 212.572617 7.594653 7177.358398 6723.222656 1.067547
90 34 692.029419 184.647064 3.534433 230.921692 193.813599 1.191463
91 239 248.623428 240.326355 7.543640 6968.963379 6631.689453 1.050858
92 267 402.902618 233.958801 7.996257 8824.227539 8247.787109 1.069890
93 220 546.227295 224.872726 7.442224 6302.998047 5882.074707 1.071560
94 148 361.101349 203.601349 6.040941 2815.084473 2585.875000 1.088639
95 245 60.893879 220.853058 8.010695 8216.488281 7505.463379 1.094734
96 233 196.841202 229.206009 7.826234 7541.951172 6729.284668 1.120766
97 161 887.540344 247.093170 6.108537 3141.199219 2866.390869 1.095873
98 282 462.170227 241.634750 8.434396 10442.794922 9618.414062 1.085709
99 219 113.333336 245.031967 7.626391 6674.821289 6062.621582 1.100979
100 274 930.492676 221.956207 7.964327 8990.861328 8389.098633 1.071732
101 134 330.895508 236.373138 5.946202 2429.197266 2308.683350 1.052200
102 297 1030.414185 222.845123 8.052216 10059.868164 9197.068359 1.093812
103 179 982.363098 245.558655 6.555961 4019.152344 3674.378418 1.093832
104 246 840.512207 223.044708 7.608823 7561.863281 6680.107910 1.131997
105 244 612.385254 243.409836 8.035476 8152.239258 7602.563965 1.072301
106 14 291.428558 250.071426 2.596112 59.383507 34.973637 1.697951
107 285 69.487717 275.294739 8.414784 10348.477539 9831.971680 1.052533
108 268 1011.481323 286.029846 7.671587 8191.223145 7581.444824 1.080430
109 318 719.012573 246.320755 8.508825 12211.675781 10811.556641 1.129502
110 247 662.331970 262.939270 7.920370 7883.274902 7611.591797 1.035693
111 230 214.160873 277.743469 7.525872 7151.873535 5875.039551 1.217332
112 259 798.799255 257.015442 7.996983 8811.755859 7751.742676 1.136745
113 269 935.431213 283.204468 7.976203 8708.322266 8405.410156 1.036038
114 325 943.599976 337.932312 8.867661 13252.552734 12303.958984 1.077097
115 284 367.130280 273.799286 8.208493 9918.119141 9217.621094 1.075996
116 330 1059.857544 324.084839 8.729596 13369.603516 11778.327148 1.135102
117 108 25.203703 251.092590 5.097742 1504.659302 1301.933350 1.155712
118 236 754.415283 292.555084 7.574374 7234.582031 6305.006836 1.147434
119 275 69.254547 338.665466 8.526622 10488.080078 9505.324219 1.103390
120 168 787.678589 336.309509 6.273787 3467.806641 3144.740967 1.102732
121 281 559.113892 275.854095 8.115574 9587.313477 8920.060547 1.074804
122 271 510.335785 262.619934 7.931974 9036.706055 8013.589355 1.127673
123 304 318.088806 286.532898 8.571732 11363.220703 10973.051758 1.035557
124 251 13.215139 358.573700 7.989976 8350.598633 7673.170410 1.088285
125 174 609.488525 294.287354 6.429596 3929.652344 3263.457031 1.204138
126 173 130.791901 358.936401 6.722754 4254.530273 3564.279053 1.193658
127 275 181.461823 370.698181 8.323963 10713.853516 8340.445312 1.284566
128 130 423.984619 281.807678 5.895345 2335.624512 2182.537109 1.070142
129 280 228.896423 338.514282 7.739956 9134.819336 7639.120117 1.195795
130 237 178.303802 319.333344 7.578226 7163.943359 6446.849609 1.111232
131 202 327.207916 336.990112 7.084095 5215.128906 4922.118652 1.059529
132 203 262.403931 296.827576 7.176124 5551.648438 4902.194336 1.132482
133 252 524.202393 370.202393 7.902521 7917.488281 7819.868652 1.012483
134 189 427.582001 345.460327 6.887198 4528.550293 4436.380859 1.020776
135 150 467.053345 294.700012 5.895237 2646.503418 2566.569824 1.031144
136 231 901.134216 369.974030 7.175199 6261.651367 5631.032715 1.111990
137 257 565.984436 326.770416 7.815826 8056.559570 7642.833496 1.054133
138 263 678.289001 353.593170 7.740935 8092.953613 7666.552246 1.055618
139 266 703.597717 303.706757 7.703892 8187.448242 7599.638184 1.077347
140 231 276.870117 357.445892 7.515979 6912.984375 6136.192871 1.126592
141 267 878.404480 298.779022 8.069519 9173.536133 8212.741211 1.116988
142 286 115.038460 304.818176 8.229047 9771.899414 9595.222656 1.018413
143 238 821.541992 301.239502 7.270416 6400.639160 6179.789551 1.035737
144 201 577.398010 385.313446 6.809933 4868.265625 4453.147461 1.093219
145 243 1040.222168 372.757202 7.559551 7293.008789 6593.666504 1.106063
146 202 514.094055 317.693054 7.155343 5421.986816 4920.196289 1.101986
147 303 738.762390 342.917480 8.439618 11088.253906 10493.574219 1.056671
148 354 319.468933 396.206207 9.193172 15569.664062 14348.440430 1.085112
149 85 651.705872 313.329407 4.782841 1075.238403 869.185120 1.237065
150 273 246.783890 402.747253 8.208771 9599.863281 8795.946289 1.091396
151 263 469.114075 407.650177 8.032348 8990.220703 7978.175293 1.126852
152 204 634.446106 392.828430 7.019372 5339.708008 4711.693848 1.133288
153 240 381.983337 327.891663 7.604581 7077.956543 6801.160156 1.040698
154 128 999.500000 338.851562 5.329883 1953.603638 1682.576050 1.161079
155 282 416.000000 404.046112 8.145486 9463.299805 9247.100586 1.023380
156 232 710.943970 391.456909 7.498230 6832.390137 6211.450195 1.099967
157 245 856.824463 345.902039 7.636406 7405.340332 6881.761719 1.076082
158 327 993.590210 398.587158 8.710841 13359.782227 11452.573242 1.166531
159 228 615.824585 347.912292 7.312339 6376.477051 5814.750977 1.096604
160 209 21.382774 306.114838 7.207991 5654.641113 5203.980957 1.086599
161 232 370.547424 379.306030 7.470272 6650.606445 6296.143555 1.056298
162 279 1071.139771 264.698914 8.118799 9369.707031 9020.550781 1.038707
163 284 761.017578 390.968323 8.075268 9747.674805 8771.952148 1.111232
164 283 160.233215 271.247345 8.106903 9620.636719 8978.656250 1.071501
165 191 945.261780 390.376953 6.673292 4523.401855 3982.367920 1.135857
166 70 1079.085693 396.571442 4.611521 1199.607788 289.020752 4.150594
167 225 475.768890 346.395569 7.233188 6185.594727 5586.183105 1.107303
168 268 811.346985 379.604492 7.840957 8710.248047 7766.554199 1.121507
169 116 44.413792 403.586212 5.455364 1864.664185 1587.611572 1.174509
170 220 95.809090 393.649994 7.202913 6057.901367 5356.130371 1.131022
171 276 963.159424 440.510864 7.798168 8564.527344 8219.425781 1.041986
172 104 3.807692 410.932678 6.191404 3322.537109 664.145691 5.002723
173 411 731.313843 440.289551 8.965609 17864.740234 15172.316406 1.177456
174 265 144.920761 413.464142 8.039817 9383.326172 7745.919434 1.211390
175 246 554.678833 430.772369 7.612271 7135.692871 7119.189453 1.002318
176 278 850.845337 446.848907 8.092541 9416.781250 8789.221680 1.071401
177 416 607.509644 440.307678 9.993817 21339.214844 20209.361328 1.055907
178 131 1042.847290 423.015259 5.603240 2145.945801 1966.970093 1.090991
179 171 354.912292 433.485382 6.430191 3664.432129 3405.965576 1.075886
180 173 678.867065 427.820801 6.358003 3775.107178 3218.280029 1.173020
181 291 198.312714 428.116852 8.361376 10594.432617 9750.137695 1.086593
182 366 1013.707642 459.196716 8.888433 14772.232422 14143.322266 1.044467
183 232 505.801727 441.405182 7.416429 6769.839355 5990.953613 1.130010
184 296 906.979736 476.128387 8.222620 10516.322266 9496.677734 1.107369
185 243 34.349792 448.938263 7.784479 7519.923828 7205.417480 1.043649
186 234 909.192322 423.529907 7.408887 6701.464355 6143.172363 1.090880
187 336 1066.282715 472.657745 8.739242 13196.024414 12465.755859 1.058582
188 235 788.923401 434.646820 7.528755 7039.751465 6280.554688 1.120880
189 313 294.051117 445.511169 8.704483 11968.472656 11746.920898 1.018860
190 351 89.074074 455.233612 9.066534 15024.124023 13828.793945 1.086438
191 249 141.590363 468.550201 7.746962 7786.841797 7156.997559 1.088004
192 300 189.626663 489.716675 8.432695 10885.564453 10447.539062 1.041926
193 127 27.763779 498.362213 6.080984 2520.962891 2175.289062 1.158909
194 233 332.068665 484.227478 7.493587 6598.156738 6485.688965 1.017341
195 147 442.632660 456.210876 5.868529 2769.807861 2292.817871 1.208037
196 300 238.276672 465.076660 8.457595 11144.432617 10314.840820 1.080427
197 236 381.830505 493.669495 7.517618 6883.923828 6453.516602 1.066693
198 256 76.351562 508.792969 7.897386 8165.908203 7800.478516 1.046847
199 211 282.374420 497.156403 7.288002 5853.860840 5353.399902 1.093485
200 183 140.661209 518.759583 6.960629 4465.682617 4400.732910 1.014759
201 268 539.380615 484.082092 8.067203 9226.722656 8214.650391 1.123203
202 321 435.274139 506.361359 8.508371 11723.778320 11514.178711 1.018204
203 290 650.520691 473.113800 8.327690 10258.872070 9852.749023 1.041219
204 261 703.478943 490.272034 7.886848 8648.424805 7586.395508 1.139991
205 220 484.872742 487.931824 7.402829 6494.361816 5562.051758 1.167620
206 373 773.667542 487.836456 9.181197 15919.306641 15522.495117 1.025564
207 283 883.660767 521.141357 8.070314 9521.749023 8910.032227 1.068655
208 251 1010.414368 518.490051 7.384067 7307.287109 6378.346191 1.145640
209 294 827.931946 506.299316 8.084229 9957.980469 9256.318359 1.075804
210 337 959.166199 492.943634 8.766781 13612.458008 12288.165039 1.107770
211 161 598.012451 494.279510 6.084497 3099.691650 2860.706055 1.083541
212 282 198.294327 540.648926 8.198516 10104.525391 8850.290039 1.141717
213 272 935.172791 538.588257 7.915631 8887.318359 8155.443359 1.089741
214 101 739.485168 521.643555 4.877100 1365.001709 1037.394287 1.315798
215 60 241.766663 517.766663 4.056818 568.080322 419.386383 1.354551
216 60 512.683350 524.483337 4.028992 522.079895 451.886810 1.155333
217 299 354.060211 546.274231 8.406565 11256.609375 9873.819336 1.140046
218 299 564.454834 534.204041 8.352736 11009.021484 9851.673828 1.117477
219 267 104.505615 550.591736 7.739011 8215.286133 7775.957520 1.056498
220 230 407.986969 553.726074 7.520611 6679.838379 6328.865723 1.055456
221 312 785.301270 539.855774 8.927089 12905.524414 11958.665039 1.079178
222 274 471.317505 552.722656 8.072729 9062.169922 8794.125000 1.030480
223 246 266.630096 558.939026 7.399028 7069.213867 6398.208496 1.104874
224 242 719.834717 563.694214 7.279191 6567.425293 6255.334961 1.049892
225 305 845.295105 568.081970 8.192038 10490.836914 9977.555664 1.051444
226 267 982.756531 560.700378 7.904677 8600.084961 8083.121094 1.063956
227 260 667.815369 560.773071 7.705830 7875.529785 7563.220215 1.041293
228 291 1043.938110 559.982788 8.022263 9530.486328 9197.314453 1.036225
229 257 620.408569 542.350220 7.867231 8228.879883 7677.703125 1.071789
230 167 5.514970 584.191589 6.624027 5159.521973 2168.059082 2.379788
231 212 69.575470 591.004700 7.208743 5778.154785 5238.632812 1.102989
232 248 220.403229 588.818542 7.445640 7136.776367 6611.735840 1.079410
233 247 155.080978 573.004028 7.784906 7913.297363 7056.079590 1.121486
234 132 319.121216 583.151489 5.812102 2282.988770 2176.041748 1.049147
235 242 582.252075 583.888428 7.494795 6890.313965 6703.297363 1.027899
236 301 523.684387 571.441833 8.421466 11205.487305 10141.762695 1.104886
237 211 37.739338 550.071106 7.166469 5571.754395 5264.842773 1.058295
238 256 629.437500 595.789062 7.921393 8240.289062 7823.320312 1.053298
239 65 765.138489 583.507690 4.296689 790.728149 409.271851 1.932037
240 306 896.232056 582.882324 8.134549 10643.728516 9604.562500 1.108195
241 363 368.162537 605.311279 9.302571 16005.098633 15408.135742 1.038743
242 254 1009.488159 606.531494 7.493491 7441.812988 6820.899414 1.091031
243 215 945.809326 596.283691 7.005936 5568.549805 4984.324707 1.117212
244 221 123.009048 612.493225 7.421145 6556.233887 5614.987793 1.167631
245 253 448.375488 597.011841 7.777614 7846.683105 7457.609375 1.052171
246 186 271.198914 608.284973 6.904704 4563.098145 4304.439453 1.060091
247 257 595.443604 633.210144 7.918870 8565.498047 7550.587402 1.134415
248 318 734.861633 619.877380 8.412354 11388.095703 11116.033203 1.024475
249 302 789.937073 625.864258 8.460903 10942.899414 10676.338867 1.024967
250 200 316.945007 628.104980 6.689241 4676.586426 4272.603516 1.094552
251 285 1057.452637 628.084229 7.859420 9213.677734 8390.911133 1.098054
252 56 413.375000 627.910706 3.863008 472.063934 363.614655 1.298253
253 191 543.900513 627.366516 6.536829 4358.311523 3803.144043 1.145976
254 211 496.530792 616.270142 7.170950 5786.495117 5063.656738 1.142750
255 329 681.042542 611.522766 8.674016 12874.377930 11879.105469 1.083783
256 161 179.857147 624.850952 6.403676 3382.973389 3219.163086 1.050886
257 269 901.565063 636.631958 7.924992 8641.393555 8253.283203 1.047025
258 273 127.772896 665.003662 7.878871 8827.263672 8119.651855 1.087148
259 219 16.986301 631.648376 7.349366 6188.148438 5640.737305 1.097046
260 295 846.508484 630.993225 8.206594 10550.203125 9317.511719 1.132298
261 286 229.297195 650.472046 8.180442 10289.272461 8849.741211 1.162664
262 201 645.472656 649.218933 6.622917 4611.616211 4204.851074 1.096737
263 300 1015.090027 657.359985 8.183661 10214.350586 9877.338867 1.034120
264 316 77.601265 642.971497 8.725146 12765.750000 11290.752930 1.130638
265 229 1074.585205 674.034912 7.187237 7154.490234 4674.819824 1.530431
266 219 358.799072 656.949768 7.317836 6239.083984 5488.523438 1.136751
267 309 277.954681 669.443359 8.532372 11606.795898 10888.829102 1.065936
268 284 695.334534 667.781677 8.141289 9569.025391 9254.661133 1.033968
269 299 963.692322 645.106995 8.104309 10115.938477 9522.329102 1.062339
270 6 664.500000 519.000000 1.258306 6.886001 2.613999 2.634278
271 276 181.489136 682.007263 8.693441 10776.558594 10082.394531 1.068849
272 288 409.079865 678.718750 8.221622 10137.066406 9330.315430 1.086466
273 231 510.471863 678.290039 7.374677 6516.008789 6047.125488 1.077538
274 276 815.521729 670.445679 7.879770 8878.517578 8258.537109 1.075071
275 354 563.144043 687.217529 8.560503 13269.798828 12672.104492 1.047166
276 241 761.800842 678.817444 7.442283 7054.796875 6293.609375 1.120946
277 378 666.140198 712.423279 9.305777 17124.070312 15609.774414 1.097009
278 320 914.381226 687.368774 8.453176 11602.766602 11263.208984 1.030148
279 306 979.003296 697.575134 8.154907 10510.965820 9838.802734 1.068318
280 123 31.097561 683.447144 5.323087 1872.106934 1613.128906 1.160544
281 359 1034.334229 706.178284 8.700924 14060.593750 13117.884766 1.071864
282 274 861.543823 683.058411 7.937033 8829.520508 8431.519531 1.047204
283 282 326.340424 694.294312 7.924710 9108.012695 8601.876953 1.058840
284 260 463.850006 704.253845 7.917458 8691.453125 7606.943359 1.142568
285 210 727.042847 713.738098 6.744030 5030.624512 4520.584961 1.112826
286 243 613.456787 688.008240 7.595829 7589.728027 6430.551758 1.180261
287 234 145.538467 724.260681 7.477388 6822.914062 6260.338379 1.089863
288 255 229.898041 702.149048 7.762071 8057.249512 7306.436523 1.102760
289 222 832.477478 730.315308 7.113404 6037.474609 5195.840820 1.161982
290 69 2.478261 726.260864 4.905663 1417.435059 243.086624 5.830987
291 261 517.379333 729.432922 7.813812 8333.155273 7602.369629 1.096126
292 283 45.699646 732.484070 8.186895 10019.452148 8948.696289 1.119655
293 288 771.159729 730.069458 8.171611 9860.375977 9370.888672 1.052235
294 298 286.130859 732.832214 8.255466 10941.925781 9367.581055 1.168063
295 358 886.374329 733.153625 8.932458 14690.445312 13873.948242 1.058851
296 230 935.826111 740.504333 7.280868 6149.198242 6043.341309 1.017516
297 255 452.525482 647.941162 7.944341 8431.454102 7662.247559 1.100389
298 254 373.015747 718.287415 8.051986 8718.924805 7749.031738 1.125163
299 235 196.085114 740.455322 7.493140 6771.941895 6422.636719 1.054386
300 211 419.469208 744.834106 7.171476 5987.803711 4863.939941 1.231060
301 375 621.528015 744.154663 9.117673 15806.409180 15368.076172 1.028522
302 336 1064.904785 755.380981 8.455801 12902.394531 11121.795898 1.160100
303 261 334.371643 752.954041 7.764838 8274.611328 7461.787598 1.108931
304 355 99.946480 748.938049 9.136619 15842.142578 13792.477539 1.148607
305 330 469.939392 755.878784 8.791170 12848.040039 12655.899414 1.015182
306 361 967.958435 789.745178 8.750929 14133.253906 13511.676758 1.046003
307 270 241.703705 759.648132 7.945152 8885.243164 8158.627441 1.089061
308 378 671.402100 766.370361 9.315321 16905.195312 15895.831055 1.063499
309 293 565.337891 750.378845 8.189000 10642.745117 9005.752930 1.181772
310 338 911.017761 786.195251 8.397839 12392.460938 11444.544922 1.082827
311 269 59.486988 785.011169 7.926280 9083.333008 7816.837891 1.162021
312 257 146.583664 773.793762 7.762657 8010.416504 7476.104980 1.071469
313 296 193.327698 793.587830 8.173980 10230.630859 9546.297852 1.071686
314 213 592.399048 794.896729 7.054053 5528.863281 5069.944336 1.090518
315 257 385.789886 782.599243 7.911567 8321.223633 7765.149902 1.071612
316 337 1002.988159 751.940674 8.537014 12510.977539 12049.788086 1.038274
317 302 522.301331 781.523193 8.378251 10638.697266 10560.220703 1.007431
318 270 848.155579 778.381470 7.617517 7974.465332 7692.708984 1.036626
319 288 796.781250 779.722229 8.068069 9437.738281 9309.258789 1.013801
320 230 292.669556 783.013062 7.367923 6432.865234 6052.982422 1.062760
321 289 704.384094 806.231812 7.773131 9060.501953 8401.332031 1.078460
322 100 746.599976 770.590027 4.789770 1282.931519 1011.258484 1.268649
323 363 435.041321 803.286499 9.131211 15338.415039 14928.168945 1.027481
324 204 9.509804 796.671570 6.641365 4891.918457 4106.057129 1.191391
325 260 1074.465332 810.630798 7.755207 9846.494141 5790.748535 1.700384
326 197 1025.837524 795.939087 6.694217 4731.966309 4096.104980 1.155236
327 304 109.631577 812.101990 8.579078 11308.631836 11065.943359 1.021931
328 311 643.919617 813.131836 8.412704 11727.228516 10283.356445 1.140409
329 339 244.345139 812.401184 8.794283 13868.344727 12349.713867 1.122969
330 294 812.428589 828.278931 7.850891 9330.410156 8790.719727 1.061393
331 126 495.325409 830.952393 5.283527 1842.536133 1674.836914 1.100129
332 311 760.260437 815.884216 8.317211 11331.201172 10182.535156 1.112808
333 236 387.834747 834.618652 7.618619 6935.940918 6762.292480 1.025679
334 343 550.702637 826.475220 8.776660 14006.588867 12414.618164 1.128234
335 256 159.308594 833.875000 7.579429 7768.976562 6937.644531 1.119829
336 313 296.392975 841.753967 8.343412 10996.146484 10792.575195 1.018862
337 277 62.700359 847.129944 7.986327 9152.335938 8515.115234 1.074834
338 63 204.603180 839.476196 3.764482 538.132996 354.660675 1.517318
339 370 1035.645996 847.489197 9.004365 15534.825195 14464.250000 1.074015
340 241 983.543579 842.190857 7.078403 6408.804688 5666.208008 1.131057
341 316 870.943054 828.708862 8.327207 11303.926758 10608.262695 1.065578
342 311 602.897095 847.954956 8.387726 11355.262695 10524.814453 1.078904
343 267 11.232210 853.786499 7.614405 8313.996094 7166.438477 1.160129
344 312 733.102539 866.230774 8.161059 10847.438477 9932.664062 1.092098
345 296 444.027039 855.685791 8.368531 10874.130859 9855.433594 1.103364
346 258 342.821716 808.395325 7.559447 7911.040527 6832.432617 1.157866
347 262 512.354980 875.805359 7.574329 7878.434082 7152.626953 1.101474
348 294 654.938782 872.690491 8.176982 10147.703125 9510.028320 1.067053
349 253 839.201599 869.007935 7.626328 7480.722656 7233.980957 1.034109
350 291 247.329895 864.879700 8.001959 9597.428711 9035.691406 1.062169
351 134 928.574646 832.253723 5.263311 1980.747681 1731.379272 1.144029
352 304 198.937500 885.592102 8.273538 10968.962891 9840.270508 1.114701
353 279 791.100342 878.408630 7.841304 9015.577148 8139.032227 1.107696
354 315 351.663483 880.682556 8.472286 11980.301758 10630.282227 1.126998
355 224 110.861610 875.727661 7.066362 5722.883789 5462.214355 1.047722
356 351 1005.057007 893.703674 8.550511 13663.375977 11998.669922 1.138741
357 366 951.338806 883.978149 8.734989 14065.268555 13860.545898 1.014770
358 327 895.177368 881.492371 8.504980 12427.075195 11226.368164 1.106954
359 322 55.888199 901.068298 8.580360 12604.879883 11101.591797 1.135412
360 193 614.305725 900.518127 6.437081 4177.412109 3819.738037 1.093638
361 285 567.954407 884.642090 8.234694 10429.240234 8896.661133 1.172264
362 291 403.491394 889.075623 8.182847 10071.220703 9413.844727 1.069831
363 195 5.333333 917.605103 7.184002 7234.803711 2829.124512 2.557259
364 387 150.519379 909.273926 9.227749 17032.001953 15921.568359 1.069744
365 264 1071.151489 921.041687 7.494564 7810.417969 7018.063477 1.112902
366 344 291.930237 902.287781 8.806518 13906.038086 12772.795898 1.088723
367 158 194.075943 945.101257 6.466794 4941.377930 1666.090332 2.965852
368 129 600.899231 942.821716 5.206279 1779.713135 1716.875977 1.036600
369 310 242.412903 928.232239 8.258802 11355.772461 9788.653320 1.160096
370 267 419.116119 936.483154 7.628567 8236.763672 7301.311035 1.128121
371 330 646.703003 935.299988 8.358301 11956.128906 11098.068359 1.077316
372 284 464.394379 902.359131 7.934857 9371.340820 8509.856445 1.101234
373 328 528.643311 922.679871 8.436754 11985.677734 11360.974609 1.054987
374 313 334.083069 934.661316 8.378800 11640.654297 10333.288086 1.126520
375 276 701.927551 909.137695 7.705945 8457.978516 7931.340332 1.066400
376 281 99.252670 933.982178 7.972366 9371.279297 8488.692383 1.103972
377 201 972.174133 944.447754 6.921237 6924.267578 2704.339355 2.560428
378 151 41.761589 945.642395 6.286802 4742.577637 1225.528320 3.869823
379 311 1027.054688 940.726685 7.934993 10447.355469 9134.483398 1.143727
380 249 917.208862 933.024109 7.355297 7259.261230 6211.734863 1.168637
